"","Ludn_2019","Ludn_2020","Ludn_2021","Ludn_2022","Ludn_2023","WB1_2019","WB1_2020","WB1_2021","WB1_2022","WB1_2023","WB2_2019","WB2_2020","WB2_2021","WB2_2022","WB2_2023","WB3_2019","WB3_2020","WB3_2021","WB3_2022","WB3_2023","WB4_2019","WB4_2020","WB4_2021","WB4_2022","WB4_2023","WB5_2019","WB5_2020","WB5_2021","WB5_2022","WB5_2023","WB6_2019","WB6_2020","WB6_2021","WB6_2022","WB6_2023","WB7_2019","WB7_2020","WB7_2021","WB7_2022","WB7_2023","WB8_2019","WB8_2020","WB8_2021","WB8_2022","WB8_2023","WB9_2019","WB9_2020","WB9_2021","WB9_2022","WB9_2023","WB10_2019","WB10_2020","WB10_2021","WB10_2022","WB10_2023","WB11_2019","WB11_2020","WB11_2021","WB11_2022","WB11_2023","WB12_2019","WB12_2020","WB12_2021","WB12_2022","WB12_2023","WL1_2019","WL1_2020","WL1_2021","WL1_2022","WL1_2023","WL2_2019","WL2_2020","WL2_2021","WL2_2022","WL2_2023","WL3_2019","WL3_2020","WL3_2021","WL3_2022","WL3_2023","WL4_2019","WL4_2020","WL4_2021","WL4_2022","WL4_2023","WL5_2019","WL5_2020","WL5_2021","WL5_2022","WL5_2023","WZ1_2019","WZ1_2020","WZ1_2021","WZ1_2022","WZ1_2023","WZ2_2019","WZ2_2020","WZ2_2021","WZ2_2022","WZ2_2023","WZ3_2019","WZ3_2020","WZ3_2021","WZ3_2022","WZ3_2023","WZ4_2019","WZ4_2020","WZ4_2021","WZ4_2022","WZ4_2023","WZ5_2019","WZ5_2020","WZ5_2021","WZ5_2022","WZ5_2023","WZ6_2019"
"84",54646,55356,55849,58305,58694,77.13,76.63,83.23,92.68,67.15,54.9,58.15,56.78,56.54,66.52,12.96,9.58,15.17,10.52,2.61,26.33,26.22,24.51,30.44,37.98,63.75,63.86,64.64,60.78,61.31,10.06,7.41,17.78,9.86,2,136.93,124.69,128.22,47.03,86.41,11.75,17.13,21.77,6.88,7.83,148.98,169.57,174.4,107.6,92.99,148.98,169.57,184.02,107.6,92.62,67.12,58.97,54.34,92.94,107.97,17.41,13.06,26.91,15.29,5.04,455.35,502.98,570.83,595.62,720.41,107.47,82.86,152.55,110.83,28.29,218.04,215.24,213.34,272.96,424.49,384.44,471.4,545.44,443.91,632.33,384.44,471.4,509.63,443.91,598.25,20.28,19.07,17.66,24.02,26.32,2.03,2.6,1.4,2.46,15,0.73,0.66,3.38,0.94,3.75,3.61,3.44,2.36,3.9,6.24,1.26,1.18,5.43,1.45,7.8,0
"85",157178,156550,155255,151767,150834,94.13,94.78,95.51,96.7,87.16,65.12,66.82,65.95,65.98,71.52,8.9,4.69,9.85,2.04,3.31,7.51,7.36,8.43,6.42,14.54,64.76,67.85,70.17,66.49,67.99,9.46,4.61,10.77,1.99,2.98,204.58,134.51,175.5,81.13,109.67,10.08,9.22,11.72,10.01,8.23,199.26,189.49,207.93,62.95,152.95,244.73,228.4,247.99,-49.51,157.37,40.86,43.78,40.32,-201.96,63.54,12.29,4.93,14.06,2.95,4.4,693.28,734.82,782.6,846.16,1035.99,94.74,51.53,116.91,26.21,47.92,324.73,289.81,255.7,261.58,243.31,228.83,226.5,280.58,218.91,394.83,192.75,190.28,244.05,-42.67,374.94,28.71,24.98,20.58,19.72,14.64,3.43,5.62,2.19,9.98,5.08,4.19,3.92,3.38,20.74,2.64,3.5,3.18,2.14,5.15,9.88,5.67,5.04,4.21,26.6,3.66,31.48
"86",85092,85401,85242,87138,87401,93.11,88.02,89.73,96.46,80.52,52.44,53.12,52.56,49.93,57.18,11.13,10.56,17.4,6.47,1.16,19.93,16.16,15.88,19.81,22.09,65.86,67.7,68.18,66.8,68.78,10.37,9.29,15.63,6.27,0.94,83.8,140.21,185,43.89,90.44,3.15,2.15,11.42,5.94,4.24,78.46,133.06,195.56,103.12,100.91,75.6,139.42,208.81,103.52,101,132.27,71.72,47.89,96.6,99.01,12.63,13.96,19.26,9.05,2.82,519.32,558.15,634.22,589.39,721.44,110.24,110.92,209.98,76.43,14.68,351.38,315.29,289.78,316.94,355.18,194.68,287.31,419.07,317.75,392.33,165.6,252.48,392.97,282.36,357.15,33.03,26.41,21.55,25.9,22.67,3.19,2.84,1.38,4.15,24.2,3.74,3.73,2.37,4.38,3.98,3.05,3.07,2,5.75,7.66,5.04,5.3,3.27,5.56,6.05,36.92
"87",55820,55414,54752,53334,52892,94.51,95.15,95.55,90.02,88.17,65.53,63.86,63.79,62.41,68.29,13.15,9.42,9.88,15.21,10.37,13.8,7.64,10.61,20.81,19.82,55.23,54.85,53.04,55.08,63.25,12.43,8.97,9.45,13.69,9.15,136.32,193.83,135.94,117.98,107.33,16.8,16.35,18.78,20.85,26.73,172.51,200.67,210.5,172.66,198.63,189.7,307.27,245.85,181.83,208.97,52.71,32.54,40.68,55,47.85,17.56,11.58,12.7,19.05,12.72,590.94,627.54,718.54,831.89,855.91,118.56,92.6,111.32,202.73,129.95,268.57,208.8,218.45,252.38,302.72,267.66,304.26,334.66,577.73,609.38,237.93,226.28,296.13,540.23,580.28,28.15,20.22,18.53,17.04,21.3,2.27,2.25,1.96,1.24,2.33,3.75,7.88,3.48,3.53,3.38,2.26,1.61,1.13,5.85,6.25,5.3,10.43,4.5,5.1,4.58,20.43
"88",46914,46725,46455,45867,45592,93.93,95.98,96.79,96.2,86.02,72.81,74.77,74.19,69.44,77.41,5.84,4.11,6.46,6.3,-2.04,11.34,4.71,5.97,6.37,18.6,60.76,62.16,60.76,60.11,64.18,6.97,4.3,6.77,6.34,-1.13,102.06,175.13,164.59,160.92,60.94,4.06,7.44,8.22,6.87,3.81,96.15,159.84,91.14,164.96,87.63,95.13,199.04,73.1,212.03,87.11,105.12,50.24,136.8,47.16,114.8,8.58,5.73,8.86,10.27,-0.51,979.32,1030.8,1198.04,1213.53,1369.01,78.5,56.72,104.25,110.11,-36.03,538.01,539.54,510.39,436.26,552.95,196.76,172.84,265.35,316.73,376.78,154.13,130.04,70.11,236.06,359.23,37.57,37.56,30.59,24.02,26.89,6.85,9.51,4.9,3.96,-15.35,4.21,3.99,12.26,6.04,2.55,3.28,2.7,1.83,6.68,6.32,6.04,5.61,17.36,8.47,3.87,41.45
"89",148663,153876,158755,181078,184738,86.53,66.82,93.37,69.51,96.03,36.17,36.69,38.48,34.95,38.5,22.3,16.83,23.66,11.93,2.07,23.55,20.79,27.36,30.98,17.76,43.23,44.02,42.39,41.72,46.09,19.59,35.3,22.96,36.21,2.88,158.19,304.61,106.98,141.11,29.34,15.63,38.62,41.64,38.76,36.28,152.74,320.85,235.05,228.06,247.53,175.49,364.83,255.1,241.04,278.61,56.98,27.41,39.2,41.49,35.89,24.88,59.79,28.17,59.03,3.52,333.47,337.66,423.34,344.48,362.69,205.56,154.87,260.34,117.56,19.51,263.5,217.82,162.62,101.81,57.99,482.5,772.76,854.05,978.9,597.11,387.29,732.76,807.09,939.39,555.13,24.73,15.82,13.8,7.18,5.91,1.28,1.41,0.62,0.87,2.97,9.73,3.26,4.21,3.36,5.06,3.21,2.25,1.6,8.05,13.18,12.67,5.5,5.11,5.52,5.81,8.88
"90",65104,64486,63629,61439,60838,89.93,92.18,95.42,96.88,89.63,64.04,66.62,64.28,60.54,64.9,6.84,8.15,7.87,8.12,2.42,11.74,4.09,11.58,10.35,13.03,64.96,66.56,67.48,66.13,68.35,6.58,7.53,7.59,7.97,2.43,145.47,425,105.01,106.92,95.62,8.23,16.3,14.71,13.17,10.82,167.75,370.3,206.05,92.4,182.53,173.86,564.86,227.7,80.33,182.53,57.52,17.7,43.92,124.48,54.79,9.21,10.08,10.59,11.22,3.72,879.54,1019.86,1051.99,1127.65,1305.34,93.91,124.72,128.81,151.21,48.7,636.11,599.47,566.83,565.72,571.37,311.3,381.57,490.05,472.01,536.99,295.94,338.45,449.73,158.69,536.99,41.66,36.1,33.05,29.42,25.46,6.77,4.81,4.4,3.74,11.73,2.24,3.39,2.91,18.3,1.94,2.95,2.2,1.7,6.8,7.61,3.3,4.86,3.92,24.58,2.83,122.37
"91",89612,88770,87887,86226,85446,94.3,97.34,94.66,80.31,88.11,54.22,58.58,56.4,60.18,64.97,-0.42,1.32,3.52,-2,1.53,6.15,3.33,5.5,20.54,9.69,61.84,61.4,64.65,65.77,68.25,1.6,1.59,4.14,-1.59,1.59,85.44,119.03,163.41,85.42,142.2,0.87,0.87,2.5,0,3.09,103.79,99.11,136.04,100,130.4,104.2,98.71,147.17,100,133.15,95.97,101.31,67.95,100,75.1,2.87,1.53,6.46,-2.04,-0.12,606.87,710.27,751.58,865.19,1044.05,-4.73,15.98,46.94,-28.69,24.55,185.52,173.58,149.53,133.31,117.5,84.72,59.46,133.1,390.9,241.42,76.71,40.68,110.03,379.07,226.07,15.63,13.94,10.62,7.45,6.44,-39.21,10.86,3.19,-4.65,4.79,1.18,1.86,1.86,1.19,1.47,3.24,2.56,2.05,7.14,9.74,1.6,2.5,2.4,1.94,2.17,75.1
"92",43719,43274,42766,41104,40757,93.24,90.54,83.71,95.79,74.17,73.25,75.48,74.66,69.97,77.87,12.38,3.75,6.89,3.15,-3.4,11.16,10.23,18.82,6.49,28.06,64.93,59.8,63.97,58.43,66.72,11.96,3.41,5.77,3.33,-2.52,178.34,129.48,122.04,112.24,77.9,10.02,9.62,11.26,11.08,2.42,244.54,218.57,165.95,258.71,112.11,245.8,220.54,166.99,272.15,112.34,40.68,45.34,59.89,36.74,89.02,18,6.91,8.48,5.71,-3.38,871.63,959.18,1033.24,1196.33,1242.63,147.32,47.61,95.35,53.87,-54.27,537.52,542.46,543.82,555.65,547.66,323.08,309.66,503.55,322.43,735.22,321.93,307.35,498.88,312.7,722.95,42.12,38.65,32.89,31.13,25.46,3.65,11.39,5.7,10.32,-10.09,1.63,1.49,1.23,3.04,2.01,3.65,3.44,2.88,8.02,5.66,2.49,2.38,2.09,4.59,3.74,1715.43
"93",55150,55007,54701,53902,53546,88.21,89.36,90.24,85.22,91.37,67.1,70.16,68.81,63.66,71.66,7.42,4.04,10.54,11.08,6.71,18.59,13.71,12.9,19.2,17.25,62.95,61.29,64.62,63.34,66.01,6.6,4.19,10.85,9.6,6.21,98.3,104.6,161.19,134.54,83.09,7.13,4.53,7.32,3.35,2.76,148.42,162.99,212.16,193.89,177.55,151.34,169.67,224.54,199.85,181.79,66.08,58.94,44.54,50.04,55.01,10.06,6.44,15.38,14.46,8.72,730.6,852.92,906.86,927.83,1095.27,80.79,49.16,138.88,161.52,102.52,160.55,139.76,121.28,103.52,87.96,362.28,334.21,411.34,635.06,556.52,348.39,314.54,392.07,615.5,540.27,13.01,10.27,8.3,6.05,5.26,1.99,2.84,0.87,0.64,0.86,1.46,1.69,1.43,1.56,1.41,2.57,2.33,1.28,6.81,8.36,2.18,2.49,2.03,2.3,1.97,29.72
"94",78935,79129,78915,78119,77964,87.91,79.56,89.32,93.04,89.36,63.84,68.43,68.74,64.55,71.79,10.03,10.44,11.34,9.1,3.03,24.15,21.06,19.81,12.75,17.43,66.05,68.54,68.13,68.21,69.67,8.89,8.36,12.67,8.52,2.78,83.05,151.26,106.37,124.83,72.95,13.56,19.37,19.74,21.76,13.59,138.05,195.6,194.7,265.53,171.52,139.91,201.91,200.89,276.12,174.25,71.48,49.53,49.78,36.22,57.39,13.28,12.54,16.74,10.75,4.08,607.32,732.63,811.41,812.3,983.98,95.47,111.78,133.85,114.47,41.59,101.6,84.48,67.79,57.8,47.2,394.46,533.17,536.39,472.2,499.69,381.18,516.3,519.47,461.51,488.98,9.39,6.28,5.13,4.27,3.08,1.06,0.76,0.51,0.5,1.13,1.39,1.36,1.34,1.08,0.96,1.74,1.68,1.21,6.78,8.49,1.87,2.05,1.79,1.36,1.22,13.28
"95",118041,119448,121098,124744,126088,84.48,87.45,92.75,89.34,91.56,34.51,37.76,37.18,33.44,42.75,19.59,12.98,20.77,12.69,7.88,27.26,18.7,16.98,25.17,22.51,56.32,54.74,57.25,59.95,61.46,16.55,11.39,19.26,11.37,7.21,125.95,136.49,176.34,83.83,63.89,23.35,28.69,37.28,32.32,21.97,189.31,257.74,338.1,219.51,189.64,191.73,263.84,347.99,223.17,189.64,52.16,37.9,28.74,44.81,52.73,23.96,16.08,24.28,14.74,9.61,250.89,285.41,319.14,267.8,362.83,142.42,98.1,178.27,101.61,66.88,19.81,13.53,7.52,0.04,0,425.99,405.16,489.92,532.08,430.79,420.06,399.3,484.14,524.87,430.79,2.3,1.57,0.81,0,0,0.14,0.14,0.04,0,0,0.75,0.71,0.64,0.82,0,2.78,1.95,1.31,328.72,0,1.04,0.98,0.78,1.06,0,9.28
"96",52018,51817,51427,49710,49427,88.69,79.64,95.62,90.98,86.92,74.18,75.61,75.84,69.82,76.81,12.74,13.27,13.35,13.94,6.12,13.84,25.46,21.29,20.61,21.91,61.99,63.08,61.55,62.94,63.27,12.91,10.58,12.77,12.69,5.41,181.86,131.11,76.49,106.72,80.35,13.36,17.48,22.43,28.16,20.08,198.77,173.05,164.46,198.23,184.33,210.68,175.49,165.66,202.39,188.92,47.47,56.98,60.36,49.41,52.93,18.65,18.32,16.87,19.03,8.82,947.02,1062.84,1194.92,1214.42,1399.64,162.59,186.57,210.33,242.44,111.58,30.31,16.5,162.08,297.54,273.07,398.44,744.79,618.73,803.19,933.2,376.89,730.86,611.85,786.69,907.03,2.11,0.93,9.84,15.56,13.03,0.19,0.09,0.77,1.23,2.45,1.58,0.82,0.45,1.64,2.25,4.02,3.35,0.32,5.02,7.72,2.4,1.37,0.63,2.35,3.39,5.65
"97",45059,44952,44614,43643,43426,97.56,79.17,95.17,93.83,85.08,68.05,72.21,73.01,67.73,77.49,2.73,3.96,7.32,4.95,-2.84,19.53,23.48,11.68,14.35,23.04,61.76,65.08,66.08,63.12,65.4,2.72,3.35,7.18,4.74,-2.33,22.15,102.69,101.21,72.42,47.72,0.86,7.4,12.32,11.01,4.33,48.04,92.41,58.11,172.68,79.61,40.02,91.56,0.94,183.14,78.11,249.9,109.22,10595.1,54.6,128.02,3.57,5.58,9.95,6.61,-3.59,745.43,881,958.01,1021.48,1187.63,29.9,48.27,96.06,74.72,-43.53,369.52,488.05,632.63,609.89,803.39,143.4,369.29,220.92,474.57,403.11,103.45,329.25,1.52,439.97,368.57,32.91,31.67,45.88,37.94,44.6,12.36,10.11,6.59,8.16,-18.46,4.16,2.97,16.34,4.34,4.61,1.83,1.19,0.93,5.78,6.03,5.45,4.95,22.57,6.03,7.04,16.9
"98",40181,40202,40263,39204,39139,71.43,80.84,90.55,81.41,83.55,61.71,65.92,63.34,60.49,75,20.5,18.67,15.21,22.78,11.87,43.26,31.85,16.57,40.71,26.37,40.01,36.64,37.19,35.69,33.25,14.89,15.18,14.05,19.14,10.05,99.82,111.47,152.35,86.05,100,10.91,23.51,27.15,16.96,16.99,115.68,134.12,230.12,118.8,140.37,116.5,137.08,278.11,120.49,145.87,85.84,72.95,35.96,83,68.56,23.82,22.03,17.15,30.48,18.1,437.33,547.05,557.44,711.95,981.16,145.29,154.9,133.89,268.1,155.32,52.26,149.25,94.38,158.15,178.85,522.72,459.7,466.67,807.92,658.45,500.32,432.34,412.03,751.8,602.24,5.27,14.54,9.71,10.94,11.42,0.36,0.96,0.7,0.59,1.15,2.32,2.7,5.7,4.13,4.12,1.21,0.25,0.79,2.3,4.6,3.7,3.91,7.09,6.51,7.22,2.83
"99",160216,159311,157521,152333,151303,96.94,93.77,97.87,95.63,93.33,65.76,68.3,67.25,65.47,69.18,10.84,7.32,7.43,3.57,-0.16,6.01,9.53,6.89,8.48,8.51,66.3,66.84,66.45,66.73,68.26,10.53,6.93,7.31,4.14,-0.15,245.51,143.13,140.33,91.13,74.98,11.36,13.97,15.07,15.38,13.12,220.56,202.55,291.09,229.24,205.19,305.66,227.94,324.92,246.38,219.53,32.72,43.87,30.78,40.59,45.55,12.15,9.27,8.79,4.89,0.7,746.77,855.05,916.6,944.07,1095.37,123.05,91.68,101.24,51.53,-2.57,93.62,94.28,78.83,107.77,134.54,243.53,308.73,319.68,334.36,343.95,197.84,278.47,303.16,317.28,323.84,7.99,7.06,5.66,7.15,7.93,0.76,1.03,0.78,2.09,-52.28,4.19,2.38,1.25,1.44,1.6,3.68,1.66,1.1,4.3,5.28,5.25,3.14,1.55,1.84,2.07,7.55
"100",65869,65574,65213,63215,62826,99.06,96.57,97.57,95.49,90.4,72.63,74.83,73.49,69.88,74.96,7.18,9.68,13.86,7.15,3.55,7.45,8.36,12.62,13.65,15.24,66.65,64.72,64.41,61.28,68.15,7.48,9.83,13.67,7.04,3.47,108.91,160.44,131.42,80.86,81.69,0.49,2.08,3.44,1.64,2.41,76.08,118.74,115.02,88.37,78.89,64.42,126.17,119.17,86.36,75.5,155.22,79.26,83.91,115.8,132.46,8.16,12.76,17.19,9.12,4.67,797.63,928.64,1033.31,1066.82,1155.41,78.89,120.08,194.83,109.12,54.66,402.15,345.43,297.03,305.67,352.42,92.79,169.65,256.8,232.36,244.79,52.83,129.09,208.46,193.47,201.86,36.28,26.88,20.61,19.12,20.67,5.1,2.88,1.52,2.8,6.45,4.64,3.77,3.68,3.48,3.9,2.86,2.3,1.59,5.48,6.69,5.87,4.83,4.65,4.49,5.17,28.79
"101",45756,45514,45267,43923,43698,99.42,97.99,94.64,96.4,91.12,73.59,76.51,74.68,71.21,78.33,5.74,9.67,10.18,11.03,1.07,15.03,5.28,8,9.16,18.69,65.72,68.03,68.72,69.57,67.81,5.84,9.64,9.64,10.69,0.98,37.94,232.81,202.88,164.46,47.52,11.63,15.91,9.87,24.24,10.05,107.01,378.97,373.33,362.4,147.33,107.09,422.65,399.91,380.12,148.51,93.38,23.66,25.01,26.31,67.33,7.41,11.8,13.51,13.81,1.49,1055.19,1247.35,1231.16,1419.74,1676.93,82.28,157.65,167.9,219.82,22.82,152.77,154.82,128.98,120.84,109.31,258.64,359.7,527.48,692.29,735.23,255.94,346.85,514.96,680.21,723.08,10.59,9.31,7.4,5.84,4.65,1.86,0.98,0.77,0.55,4.79,0.2,0.93,0.8,0.96,0.89,0.1,1.65,1.13,6.51,7.95,0.25,1.17,1.06,1.22,1.2,5.92
"102",86449,86226,85866,83165,82972,87.16,92.2,93.93,92.96,85,71.33,74.65,73,71.05,75.73,10.37,14.4,13.77,10.05,3.85,15.08,17.57,13.95,17.42,17.66,64.59,67.57,67.6,65.17,64.66,10.43,13.29,12.97,9.35,3.42,157.62,125.23,144.76,92.87,104.21,17.85,13.78,9.82,8.55,5.74,209.21,172.75,212.81,100.14,148.04,228.64,181.89,230.58,100.25,153.82,43.74,54.98,43.37,99.75,65.01,14.34,16.06,17.51,12.51,5.15,792.18,932.16,953.96,1043.4,1165.7,115.17,179.8,179.9,147.6,59.19,455.95,428.5,401.55,378.81,341.48,435.74,443.18,449.87,501.47,526.6,404.28,414.55,421.12,279.32,488.39,35.79,31.64,28.86,23.98,18.86,3.96,2.38,2.23,2.57,5.77,3.54,2.78,2.5,15.5,3.76,2.99,2.11,1.51,6,8.77,4.91,3.69,3.19,20.28,5.19,43.4
"103",40546,40211,39763,38382,38012,97.55,87.93,93.13,98.42,83.37,76.59,78.51,77.75,71.94,78.9,6.78,8.7,9.4,7.26,1.34,4.72,10.22,10.8,13.19,20.7,66.32,67.81,67.41,64.27,68.97,6.62,7.65,8.76,7.15,1.12,201.25,215.7,153.03,62.93,82.68,6.06,15.09,-2.26,12.67,6.49,220.55,257.71,284.2,188.85,129.81,234.6,265.09,291.65,191.31,130.25,42.63,37.72,34.29,52.27,76.77,7.74,10.72,11.93,9.81,2.6,1053.7,1203.2,1322.02,1440.61,1625.17,93.24,133.27,159.86,145.45,27.58,123.65,105.66,87.62,70.84,51.41,156.32,429.83,551.31,547.78,698.78,148.92,422.37,543.77,539.97,690.89,8.77,6.06,4.8,3.48,2.08,1.33,0.79,0.55,0.49,1.86,0.79,0.56,0.49,0.63,0.51,3.08,2.13,1.6,6.97,9,1.04,0.8,0.65,0.8,0.74,51.51
"104",43618,43408,43190,41495,41305,87.14,79.87,92.86,88.75,86.51,72.9,77.05,76.49,70.71,78.56,8.71,6.21,10.4,10.62,0.64,13.35,16.26,16.92,27.24,14.57,70.35,69.23,70.01,69.38,65.73,11.05,4.96,9.67,9.74,0.88,166.82,172.54,99.16,69.63,95.73,12.08,17.93,18.88,9.39,7.84,206.31,240.15,211.39,125.54,152.79,206.31,240.15,211.39,125.54,153.46,48.47,41.64,47.31,79.65,65.16,15.11,8.56,11.72,14.44,3.39,920.15,1100.19,1203.31,1257.99,1557.51,109.89,88.71,163.69,188.98,12.65,0.05,0.01,0.01,36.15,32.04,366.22,624.44,606.99,747.51,519.99,366.22,624.44,606.99,747.51,515.72,0,0,0,1.8,1.4,0,0,0,0.19,2.53,0,0,0,0.03,0.29,0,0,0,1.45,7.71,0,0,0,0.04,0.44,0
"105",41055,40922,40685,39319,39078,87.32,97.51,97.24,96.98,90.37,67.11,69.2,68.45,61.99,69.7,7.04,6.87,10.11,10.56,2.74,17.57,5.35,5.43,7.73,10.76,63.36,62.47,65.62,65.37,68.94,6.15,6.76,9.84,10.27,2.49,108.8,179.1,250.66,182.6,114.27,2.84,5.14,4.48,6.66,8.49,114.54,32,174.77,150.54,176.15,116.39,-409.02,221.38,191.69,180.11,85.92,-24.45,45.17,52.17,55.52,8.89,9.73,13.07,13.72,3.49,882.94,1007.07,1059.2,1103.4,1279.78,92.61,99.97,156.43,187.99,50.28,725.16,679.05,614.72,508.45,481.18,336.68,183.42,226.78,364.12,398.9,303.5,-313.25,176.95,255.58,387.7,48.13,45.5,38.63,27.7,23.68,7.83,6.79,3.93,2.7,9.57,3.98,34.59,3.82,7.87,2.61,3.68,2.89,1.78,7.05,8.69,5.99,47.93,5.11,10.29,3.61,80.53
"106",99154,98930,98321,95538,95081,75.76,74.25,86.26,87.23,87.89,60.35,64.11,63.42,62.23,68.71,9.9,8.99,11.76,6.02,2.3,32.8,27.11,27.44,15.36,12.38,61.93,63.59,64.5,60.14,60.41,9.34,6.75,10.18,5.29,2.03,95.26,128.96,82.96,121.19,116.43,6.5,13.65,9.93,10.5,9.21,101.36,140.36,125.09,162.27,163.46,101.45,143.69,126.94,170.55,175.9,98.57,69.6,78.78,58.63,56.85,14.63,11.17,14.51,8.51,2.98,613.29,720.71,769.1,836.18,1022.92,100.56,101.03,142.61,80.96,34.17,205.85,215.97,216.85,192.5,152.96,484.62,578.28,543.75,421.37,401.69,453.36,546.94,513.77,390.88,361.42,15.35,14.26,15.42,12.5,9.03,2.05,2.14,1.52,2.38,4.48,2.67,2.34,2.35,2.65,3.23,2.22,1.89,1.41,5.34,9.41,4.28,3.87,3.28,3.8,4.68,14.6
"107",107641,108938,110053,113168,113889,85.45,74.39,90.03,81.19,89,48.61,51.53,51.08,49.24,54.68,14.41,10.75,15.38,7.47,-0.71,19.98,28.35,20.74,30.87,14.24,60.1,59.88,60.04,59.13,59.44,12.32,8,13.85,6.07,-0.62,147.08,127.94,119.49,74.15,69.71,17.34,19.7,23.59,16.75,11.31,188.59,171.18,210.48,130.21,170.36,194.93,175,218.35,131.27,176,51.3,57.14,45.8,76.18,56.82,15.99,13.96,16.74,9.58,2.36,434.31,498.53,552.23,541.49,645.13,128.75,103.97,166.25,82.19,-8.34,88.02,68.62,50.88,118.41,101.85,385.93,616.15,539.55,612.3,362.98,372.27,597.8,522.51,596.39,347.17,8.42,5.28,4.24,8.74,7.68,0.68,0.66,0.31,1.44,-12.21,1.58,1.55,1.49,1.33,1.76,3.26,2.58,1.61,1.76,7.39,2.24,2.54,2,2.03,2.43,21.01
"108",48329,48338,48203,47165,47018,88.55,86.06,92.69,92.09,83.29,79.05,77.58,73.66,69.6,75.8,11.83,11.86,7.95,12.01,3.38,17.18,15.32,14.98,10.07,19.7,51.32,60.64,64.95,65.7,66.65,10.53,10.21,7.97,11.19,4.32,135.37,175.96,97.69,209.09,98.87,12.07,18.8,12,14,10.86,167.03,206.28,150.71,188.74,151.13,179.43,237.02,179.83,254.34,154.98,55.73,42.19,55.61,39.32,64.52,16.13,16.18,11.45,13.95,9.1,1283.94,1197.57,1100.14,1171.84,1289.72,192.09,183.02,118.79,202.24,57.58,359.14,287.9,149.61,30.29,0,587.92,654.41,574.78,544.43,655.62,532.98,583.24,435.67,421.82,625.23,19.58,16.05,9.28,1.66,0,1.87,1.57,1.26,0.15,0,3.67,4.41,8.84,6.87,1.53,3.46,2.77,2.25,10.02,0,6.28,6.98,11.94,9.48,2.25,22.59
"109",34297,34115,33837,32876,32633,81.29,87.23,92.32,92.68,86.23,74.94,77.53,75.21,68.92,78.21,11.51,8.55,3.92,11.74,0.36,23.81,19.15,14.32,8.81,23.28,62.82,62.41,61.14,62.43,66.31,9.39,7.47,3.9,10.94,0.37,124.84,107.02,76.3,230.3,54.01,14.19,13.01,7.39,13.96,7.32,159.18,163.56,143.55,202.1,102.53,163.09,168.87,149.85,256.53,102.58,61.31,59.22,66.73,38.98,97.48,13.47,14.94,8.45,17.94,1.78,889.58,1061.57,1096.4,1220.19,1368.96,136.59,117.07,57.19,207.81,6.33,366.68,343.86,312.83,271.92,397.11,557.19,525.7,384.5,467.67,554.43,535.45,500.91,350.65,387.2,542.76,25.11,21.91,19.81,14.24,19.56,2.68,2.94,5.47,1.31,62.76,2.25,2.04,2.49,5.31,1.63,3.04,2.09,1.75,7.69,5.38,4.05,3.45,3.92,8.33,2.71,51.36
"110",86131,85893,85420,82840,82364,86.21,76.1,91.34,83.12,69.45,64.37,65.97,65.32,60.71,66.87,18.87,19.36,22.12,18.55,8.2,26.32,32.6,24.84,41.07,44.05,55.95,56.48,54.94,57.24,54.98,16.28,15.44,20.65,18.42,6.65,120.29,130.19,122.81,68.46,72.2,12.05,24.79,24.7,7.76,0.64,147.94,183.21,204.54,116.43,83.68,148.23,183.54,205.1,116.45,83.68,67.46,54.49,48.76,85.87,119.51,25.26,26.63,29.75,31.16,14.1,648.79,741.55,837.67,795.03,957.67,190.15,217.63,283.73,242.94,117.45,4.78,3.05,1.31,0,182.12,434.66,806.28,678.68,866.48,866.3,432.92,804.54,676.92,865.53,866.3,0.41,0.21,0.09,0,8.83,0.03,0.01,0,0,1.55,0.16,0.13,0.13,0.06,0.23,3.5,3.8,4.83,0,2.64,0.25,0.23,0.19,0.1,0.46,9.62
"111",70234,70070,69663,68153,67737,91.8,95.28,91.21,93.72,93.71,66.06,69.09,67.26,63.29,69.04,13.4,13.05,12.63,9.84,1.81,15.24,16.86,19.43,12.82,12.56,60.21,60.28,61.77,61.08,64.61,12.3,12.44,11.52,9.25,1.71,143.42,102.08,105.62,124.72,60.44,6.06,3.8,5.55,6.56,3.79,136.41,120,112.02,145.59,94.24,142.41,122.61,113.27,152.8,93.43,70.22,81.56,88.29,65.44,107.03,16.94,16.05,15.84,12.09,2.34,733.24,857.83,879.96,885.22,1024.26,148.76,161.99,165.18,137.59,26.84,299,271.16,287.1,264.11,310.02,274.67,296.94,341.04,312.72,224.95,246.19,268.4,312.33,283.37,195.42,24.73,20.81,20.02,17.7,19.58,2.01,1.67,1.74,1.92,11.55,3.08,2.72,2.24,2.82,3.22,2.94,2.52,1.2,4.84,6.91,4.15,3.59,3,3.7,4.14,30.88
