"","Ludn_2019","Ludn_2020","Ludn_2021","Ludn_2022","Ludn_2023","WB1_2019","WB1_2020","WB1_2021","WB1_2022","WB1_2023","WB2_2019","WB2_2020","WB2_2021","WB2_2022","WB2_2023","WB3_2019","WB3_2020","WB3_2021","WB3_2022","WB3_2023","WB4_2019","WB4_2020","WB4_2021","WB4_2022","WB4_2023","WB5_2019","WB5_2020","WB5_2021","WB5_2022","WB5_2023","WB6_2019","WB6_2020","WB6_2021","WB6_2022","WB6_2023","WB7_2019","WB7_2020","WB7_2021","WB7_2022","WB7_2023","WB8_2019","WB8_2020","WB8_2021","WB8_2022","WB8_2023","WB9_2019","WB9_2020","WB9_2021","WB9_2022","WB9_2023","WB10_2019","WB10_2020","WB10_2021","WB10_2022","WB10_2023","WB11_2019","WB11_2020","WB11_2021","WB11_2022","WB11_2023","WB12_2019","WB12_2020","WB12_2021","WB12_2022","WB12_2023","WL1_2019","WL1_2020","WL1_2021","WL1_2022","WL1_2023","WL2_2019","WL2_2020","WL2_2021","WL2_2022","WL2_2023","WL3_2019","WL3_2020","WL3_2021","WL3_2022","WL3_2023","WL4_2019","WL4_2020","WL4_2021","WL4_2022","WL4_2023","WL5_2019","WL5_2020","WL5_2021","WL5_2022","WL5_2023","WZ1_2019","WZ1_2020","WZ1_2021","WZ1_2022","WZ1_2023","WZ2_2019","WZ2_2020","WZ2_2021","WZ2_2022","WZ2_2023","WZ3_2019","WZ3_2020","WZ3_2021","WZ3_2022","WZ3_2023","WZ4_2019","WZ4_2020","WZ4_2021","WZ4_2022","WZ4_2023","WZ5_2019","WZ5_2020","WZ5_2021","WZ5_2022","WZ5_2023","WZ6_2019"
"205",52676,52355,51859,49595,49231,75.39,82.04,80.45,84.03,75.74,75.2,78.86,75.11,70.15,76.63,15.78,1.17,3.43,5.05,-2.76,39.39,36.64,14.62,22.48,32.9,57.99,50.91,55.84,57.56,59.74,16.91,3.2,3.94,6.9,-1.62,88.48,40.35,167.69,87.34,58.09,9.58,12.69,18.11,14.19,6.37,136.09,65.58,197.91,163.62,90.47,139.89,60.85,239.64,163.62,90.47,71.49,164.34,41.73,61.12,110.53,29.41,5.66,6.3,10.28,-2.63,1091.76,1265.53,1246.02,1344.28,1531,229.06,18.82,56.88,96.85,-55.06,477.7,1015.44,908.23,949.69,1220.78,1195.14,684.24,774.27,863.47,910.9,1111.61,558.18,657.35,863.47,910.9,24.8,51.91,44.04,41.65,46.28,2.09,53.95,15.97,9.81,-22.17,5.03,6.98,6.42,2.46,3.18,2.8,1.02,1.69,5.9,6.87,8.95,11.77,9.96,3.6,5.16,16.02
"206",41721,41360,40919,39104,38849,94.34,85.29,93.14,97.97,81.4,85.57,87.27,85.76,80.58,87.64,10.86,7.32,10.61,9.89,10.58,6.25,10.5,21.15,9.19,22.44,54.76,57.19,61.59,57.09,61.21,10.49,6.33,9.91,9.77,8.62,283.79,226.05,74.99,131.19,129.26,11.78,19.72,12.92,11.26,15.04,235.74,274.4,152.51,189.18,172.98,310.07,312.75,157.87,225.99,172.98,32.25,31.97,63.34,44.25,57.81,13.46,8.54,13.22,10.97,12.68,1575.4,1712.73,1762.29,1936.51,2234.13,200.03,143.68,218.12,237.79,269.7,180.72,135.4,86.51,0,0,399.2,714.07,828.22,586.03,1140.73,339.28,667.17,777.88,495.51,1140.73,9.26,5.88,3.92,0,0,0.9,0.94,0.4,0,0,3.28,2.11,2.31,3.75,0,2.26,1.21,0.64,0,0,4.32,2.92,2.85,4.63,0,6.8
"207",51862,51817,51587,50512,50499,90.39,94.25,93.1,95.4,78.28,60.33,61.19,60.61,58.3,64.31,7.47,9.02,11.54,9.82,2.37,19.86,12.42,19.34,11.99,26.36,68.73,70.7,72,65.53,68.52,6.76,8.51,10.76,9.38,1.95,78.95,117.27,89.33,119.15,86.21,6.66,10.79,6.35,7.23,3.36,86.36,128.09,115.53,127.11,95.98,84.09,137.09,118.76,135.6,95.52,118.92,72.95,84.21,73.75,104.69,9.52,11.88,14.75,13.16,3.37,950.27,1062.9,1137.76,1298,1473.01,117.64,156.68,216.69,218.59,54.4,838,882.73,857.39,861.18,902.46,363.87,378.87,555.5,456.74,857.63,303.71,307.08,472.92,371.02,764.56,48.09,47.9,42.53,36.9,30.84,7.12,5.63,3.96,3.94,16.59,4.91,5.1,4.84,5.61,5.75,3.03,2.51,1.76,5.24,8.34,7.15,7.03,6.59,7.81,9.71,42.2
"208",152190,152237,151913,151181,151203,79.14,75.98,81.92,88.27,81.38,66.45,68.59,68.3,66.67,67.06,23.02,23.22,25.29,19.86,16.08,35.03,26.27,32.99,36.71,33.79,62.02,60.99,59.14,58.51,66.04,18.23,17.65,20.73,17.87,13.09,118.96,200.47,128.75,71.34,90.96,18.61,33.51,36.72,22.54,20.34,148.76,248.74,218.9,157.84,145.2,152.97,268.37,227.56,160.48,146.95,65.37,37.26,43.94,62.31,68.05,30.04,29.89,33.17,26.72,20.26,654.91,739.52,843.5,856.47,869.96,226.84,250.37,312.29,255.15,208.57,120.41,81.45,48.55,21.5,66.14,660.95,830.39,1066.68,985.43,837.76,625.63,791.47,1033.6,958.14,816.27,9.67,5.74,3.22,1.48,4.15,0.53,0.33,0.16,0.08,0.32,3.03,2.83,2.23,2.01,1.41,1.97,1.59,1.04,8.96,1.56,5.01,4.88,3.52,3,2.16,6.71
"209",81265,81402,81253,80427,80471,84.41,69.37,86.29,74.16,73.74,60.86,62.84,61.48,57.66,64.4,22,13.99,19.21,13.33,17.24,10.61,27.35,30.12,43.91,35.6,37.96,36.69,37.49,34.67,41.91,18.6,9.73,16.63,9.93,12.97,436.99,179.64,100.78,71,115.48,27.23,36.31,37.47,11.45,16.56,316.22,237.67,208.44,121.48,149.07,448.27,261.7,224.7,122.76,149.07,22.31,38.21,44.5,81.46,67.08,25.66,16.16,21.66,15.84,20.04,463.42,478.3,507.31,533.05,597.89,167.56,106.52,158.52,123.23,160.03,123.05,82.96,36.92,1.52,0,359.18,687.82,688.73,807.4,633.35,316.11,644.82,645.66,770.1,633.35,13.64,7.56,3.86,0.12,0,0.73,0.78,0.23,0.01,0,5.09,4.02,4.54,3.03,0,2.34,1.33,1.03,30.2,0,7.03,6.68,5.92,4.86,0,6.67
"210",52077,51744,51250,48817,48418,87.8,76.89,90.41,88.47,63.94,72.9,76.39,75.07,69.26,76.63,13.54,12.68,10.96,9.93,-0.33,20.38,23.11,22.74,17.43,40.77,67.57,70.84,69.84,67.89,68.84,11.89,9.75,9.91,8.8,-0.21,123.94,162.81,82.29,120.76,81.18,8.33,18.14,15.49,16.12,5.43,139.92,184.66,165.35,189.26,103.06,142.88,189.85,165.35,195.81,103.07,69.99,52.67,60.48,51.07,97.02,16.29,14.47,13.44,12.01,0.89,870.21,1000.34,1075.28,1138.81,1293,161.57,165.99,156.99,163.29,-5.57,334.12,315.21,318.24,311.16,434.14,397.08,673.68,620.75,635.12,1204.44,377.49,652.61,620.75,612.18,1200.92,24.58,18.51,20.09,16.74,16.45,2.07,1.9,2.03,1.91,-77.87,2.2,1.64,0.28,2.38,1.08,3.09,2.17,1.4,6.85,5.74,3.02,2.58,0.37,3.26,2.01,52.73
"211",85024,85001,84621,83494,83246,88.66,82.87,83.53,83.58,76.86,57.61,61.66,62.18,60.01,67.84,10.35,9.92,12.94,9.2,10.27,7.65,20.41,17.49,21.68,30.2,70.27,69.45,69.54,66.23,66.76,9.24,8.24,17.76,7.85,7.95,311.5,132.41,176.91,114.77,104.02,23.26,24.21,30.62,34.21,26.39,401.47,226.46,314.42,259.69,193.35,453.08,229.69,320.62,262.83,194.38,22.07,43.54,31.19,38.05,51.45,11.96,11.64,24.89,11.43,12.87,564.88,687.43,770.86,814.27,1064.19,101.53,110.64,160.44,124.83,161.12,50.69,44.11,37.69,31.48,24.84,342.57,598.16,740.39,903.23,1190.56,330.1,591.56,733.77,896.52,1183.83,4.58,3.28,2.54,1.94,1.22,0.5,0.4,0.23,0.25,0.15,1.29,0.57,0.48,0.51,0.43,3.48,2.41,1.49,4.76,8.06,1.67,0.8,0.67,0.73,0.69,14.14
"212",53992,53617,53008,50795,50351,71.62,61.26,70.52,88.78,74.61,67.43,71.54,69.04,65.33,74.62,11.71,7.03,8.41,8.5,0.84,36.38,35.91,37.75,22.29,33.23,64.06,62.95,64.77,61.51,59.89,8.4,4.32,5.95,7.55,0.63,101.66,134.9,90.38,80.52,70.66,8.16,12.92,17.8,18.69,7.49,120.8,140.85,128.38,158.9,113.05,122.32,143.59,130.43,166.21,113.6,81.75,69.64,76.67,60.16,88.03,16.24,9.74,11.47,11.36,1.7,698.3,825.84,853.09,945.53,1202.38,121.31,81.2,103.92,122.97,13.51,417.76,380.33,471,544.73,617.41,677.9,903.81,944.8,678.57,936.75,639.63,863.46,895.27,631.37,903.34,28.89,20.18,26.88,33.42,28.59,3.44,4.68,4.53,4.43,45.71,3.5,2.64,3.25,4.72,3.62,2.94,2.49,1.57,5.45,7.26,6.63,6.16,6.26,7.47,7.17,32.07
"213",39766,39547,39168,37850,37639,85.35,94.06,95.51,97.8,70.72,73.67,76.45,76.53,70.38,78.33,14.78,14.63,16.24,11.15,3.03,16.45,16.93,10.75,11.55,37.57,68.42,68.03,67.55,60.73,67.69,12.62,13.76,15.51,10.92,2.15,190.32,120.36,207.57,115.38,76.12,14,14.6,17.25,19.57,8.88,184.47,178.95,251.13,249.72,109.07,197.71,189.24,279.26,272.44,109.23,50.58,52.84,35.81,36.71,91.55,17.93,18.24,20.55,16.07,3.79,866.94,1040.97,1144.67,1267.1,1393.3,173.95,199.14,242.97,200.66,53.94,106.69,76.4,48.51,18.49,127.53,421.48,479.22,449.67,600.93,1152.54,390.53,448.34,421.56,569.23,1133.94,7.74,5.28,3.1,1,5.07,0.61,0.38,0.2,0.09,2.36,2.51,2.29,1.85,1.87,0.85,3.48,2.96,1.9,14.39,2.26,3.66,3.07,2.41,2.54,1.55,12.01
"214",117783,119503,120932,132642,134107,93.29,89.93,92.66,90.87,91.53,40.71,43.48,44.33,45.96,51.93,13.08,10.06,16.04,6.05,2,19.74,15.31,13.07,17.67,17.45,42.36,42.46,41.12,38.61,42.5,12.48,9.45,17.17,7.88,1.88,94.89,130.79,189.73,79.87,54.33,9.63,10.19,12.86,21.21,13.87,116.24,157.87,245.35,165.27,148.81,118.97,169.7,257.84,168.6,153.29,84.05,58.93,38.78,59.31,65.23,15.54,12.14,21.38,10.59,2.38,551.24,621,731.98,728.75,848.39,177.14,143.76,264.82,96.02,32.73,127.41,78.1,59.26,188.48,222.46,392.81,441.46,555.49,555.4,550.01,344.25,394.02,537.58,539.06,518.94,8.78,4.92,3.33,10.8,12.46,0.72,0.54,0.22,1.96,6.8,3.46,3.07,1.04,1.1,2.42,1.27,1.65,0.91,1.53,5.48,4.3,3.96,1.29,1.48,3.3,3.32
"215",66037,65641,65129,62426,62132,80.71,77.44,86.21,78.17,72.09,71.75,75.51,74.85,72.4,80.3,6.89,4.26,6.25,4.99,1.86,25.11,23.46,20.71,29.74,33.49,71.02,71,71.48,68.73,70.36,5.57,3.3,5.43,3.91,1.44,98.64,113.86,90.85,81.85,82.12,6.4,13.58,14.7,9.35,7.42,45.17,130.24,150.13,111.85,99.98,-32.45,132.14,151.84,112.79,99.97,-308.21,75.68,65.86,88.66,100.03,5.77,6.32,8.78,6.04,3.05,762.97,889.64,988.49,1087.82,1291.77,73.28,50.24,82.56,74.91,29.98,502.65,579.57,630.72,712.49,864.47,362.14,478.41,502.11,729.52,833.48,-107.69,456.76,491.12,681.46,794.8,38.15,38.09,41.17,37.07,38.74,6.86,11.54,7.64,9.51,28.83,36.71,2.28,1.31,4.49,4.31,2.74,2.25,1.45,5.38,6.64,54.7,3.53,1.82,7.14,7.31,2.93
"216",247288,251276,253856,272237,274522,87.99,79.75,82.28,85.1,88.8,45.32,48.6,48.34,49.02,55.38,15.63,13.93,19.05,9.49,7.78,23.18,24.11,27.98,32.28,21.76,47.33,48.28,48.87,47.08,52.12,13.76,11.11,15.76,8.15,6.92,115.02,143.87,129.09,62.58,79.53,9.22,19.37,13.66,4.69,9.52,122.48,160.94,177.66,123.21,110.83,126.11,168.99,186.03,124.65,111.82,79.3,59.18,53.75,80.22,89.43,19.37,17.02,23.49,11.27,10.32,394.31,457.58,515.15,498.78,585.29,135.99,131.17,203.03,96.52,82.25,263.93,295.8,311.42,263.13,327.3,315.01,468.93,659.55,574.39,327.77,279.26,434.94,623.42,547.12,303.07,26.69,25.06,24.04,22.01,27.5,1.94,2.26,1.53,2.73,3.98,4.25,3.33,3.07,3.38,3.85,2.38,1.79,1.17,4.97,6.44,5.97,5.22,4.46,4.98,5.18,17.54
"217",74094,74283,74107,73579,73466,80.89,91.3,95.71,86.81,75.89,67.03,69.01,68.06,67.2,73.52,8.16,9.66,12.7,9.06,6.39,26.38,5.34,4.78,23.75,22.69,61.64,62.22,61.56,59.79,61.19,6.69,8.89,12.18,7.87,4.86,96.57,376.73,391.5,85.64,138.92,3.59,14.15,20.75,11.62,20.58,100.59,300.55,497.87,159.79,206.98,100.64,404.43,684.68,161.92,212.36,99.36,24.73,14.61,61.76,47.09,10.58,12.22,15.82,12.27,8.22,838.56,945,1032.15,1117.26,1341.76,102.09,132.25,192.56,150.63,116.71,158.24,121.72,93.11,90.57,79.12,447.92,318.14,486.75,779.32,1090.15,414.43,282.02,455.51,762.53,1064.94,10.23,8.12,5.88,4.73,3.29,1.55,0.92,0.48,0.6,0.68,2.37,2.55,2.02,1.14,1.31,2.04,1.71,0.86,5.48,7.85,3.72,3.54,2.63,1.68,2.16,9.66
"218",36222,36026,35724,34593,34387,87.19,90.71,82.45,87.14,65.47,69.62,73.14,72.31,63.44,73.63,7.54,10,9.64,14.89,6.07,17.69,17.96,19.79,23.67,41.48,70.54,72.01,69.92,69.62,72.74,7,10.39,7.98,13.02,3.98,111.87,102.72,138.71,112.3,88.34,11.43,12.33,16.06,16.18,5.91,142.04,146.12,180.58,166.14,113.2,146.29,151.2,187.34,170.36,113.57,68.36,66.14,53.38,58.7,88.05,11.95,14.2,13.91,19.07,6.98,688.09,812.51,865.63,897.95,1044.61,74.53,111.09,115.42,210.76,86.13,281.46,297.7,277.82,263.06,238.46,307.17,355.08,522.48,660.33,1098.72,287.29,330.93,500.08,636.49,1072.55,24.83,24.31,19.14,16.2,11,3.78,2.68,2.41,1.25,2.77,2.52,2.62,1.88,2.44,2.25,3.08,2.65,1.78,5.97,9.47,3.78,3.86,2.97,3.55,4.34,43.56
"219",38688,38337,37908,36065,35665,87.57,90.06,92.61,84.86,72.71,76.62,75.76,78.46,72.81,80.3,8.86,14.4,7.7,9.01,5.12,17.49,20.25,11.34,25.17,32.34,69.41,70.98,70.29,63.22,74.73,7.85,13.06,7.33,7.78,3.73,119.3,117.03,132.88,87.72,94.05,9.23,15.01,18.96,12.41,13.17,131.01,146.03,216.8,130.25,119.92,134.44,149.81,246.73,133.19,121.46,74.38,66.75,40.53,75.08,82.33,10.93,17.26,11.74,12.45,6.43,918.15,1083.59,1148.61,1358.1,1388.69,106.21,206.01,112.78,168.02,88.52,335.35,396.39,402.75,451.09,540.28,336.94,491.29,470.65,815.92,1013.36,311.29,465.78,426.36,760.5,952.61,24.51,24.96,25.48,20.52,22.72,3.16,1.92,3.57,2.68,6.1,2.41,1.92,3.01,3.6,3.85,2.18,1.25,0.81,5.25,5.72,3.53,2.71,4.07,5.81,6.55,28.49
"220",75787,75616,75068,75543,75235,86.85,77.28,76.45,97.44,91.7,51.85,56.99,57.76,58.06,68.58,6.62,6.53,8.77,4.11,2.05,19.59,15.09,27.41,14.49,9.06,62.77,65.38,63.7,62.2,57.62,5.77,5.05,6.71,4.01,1.88,95.68,216.36,114.89,41.46,113.68,2.56,15.57,11.79,9.23,6.44,91.12,202.06,162.41,151.01,160.26,90.28,217.28,166.5,158.29,171.97,110.76,46.02,60.06,63.17,58.15,8.26,8.32,11.48,5.3,1.82,533.31,658.08,770.86,827.68,1226.46,68.07,75.43,117.03,58.62,36.58,522.76,530.45,501.24,462.05,427.09,233.31,445.23,795.4,399.8,333.97,211.24,416.62,765.29,366.71,300.07,44.14,35.5,28.72,31.58,21.9,7.68,7.03,4.28,7.88,11.68,2.75,2.35,2.01,4.1,3.27,2,1.24,1.01,5.82,6.99,3.93,3.87,3.26,5.33,5.01,47.47
"221",90054,89632,88942,87000,86416,90.1,92.43,94.45,91.54,83.48,62,64.8,65.52,64.28,70.77,6.49,7.97,6.22,3.25,-0.51,23.79,7.79,9.89,12.16,10.1,68.96,70.38,68.48,67.57,69.89,6.09,7.49,6.06,4.94,0.7,59.87,207.9,117.49,93.27,170.86,3.27,9.64,14.37,10.64,14.08,68.24,217.07,179.44,175.78,229.01,67.42,234.22,194.98,186.8,249.42,148.31,42.69,51.29,53.53,40.09,10.11,8.36,9.83,6.96,0.9,628.54,752.11,799.22,842.15,1018.91,65.81,92.52,75.83,42.57,-7.31,300.49,288.68,332.69,314.58,291,207.18,224.55,269.39,353.27,431.04,199.57,211.33,244.82,327.74,405.33,26.7,22.99,25.76,21.98,16.87,4.57,3.12,4.39,7.39,-39.82,1.23,1.53,2.2,3.19,2.91,2.09,2.08,1.15,6.4,8.41,1.74,2.16,2.97,4.59,4.43,82.53
"222",45679,45291,44723,43311,42804,93.32,96.39,93.86,98.8,91.75,50.53,52.65,49.82,44.89,49.23,5.76,4.04,7.66,5.18,-4.06,11.48,2.05,13.06,5.6,9.43,68.81,69.25,72.55,71.09,68.93,5.4,3.93,7.22,5.5,-2.28,105.67,388.7,102.37,113.57,45.57,2.87,6.25,9.12,8.19,3.1,121.18,256.48,132.77,219.19,98.16,125.14,423.48,135.9,247.24,97.84,79.91,23.61,73.59,40.45,102.2,7.7,5.64,9.82,7.11,-3.26,787.64,909.47,940.52,965.71,1179.29,89.76,69.86,144.62,111.46,-97.18,327.57,292.66,360.31,343.23,388.69,274.09,183.66,380.8,327.84,298.78,238.41,146.69,355.82,299.35,253.98,19.61,16.33,17.91,15.76,14.89,3.65,4.19,2.49,3.08,-4,2.79,2.53,1.48,2.18,2.82,3.32,2.85,1.32,5.52,7.41,3.96,3.57,2.01,2.79,3.96,30.52
"223",94135,93544,92493,87450,86635,93.21,91.98,97.84,99.04,95.78,67.34,71.81,70.58,69.66,73.95,7.29,7.81,8.42,3.62,4.19,12.46,12.08,5.9,9.9,5.43,62.4,63.9,63.37,61.88,65.04,6.93,7.73,8.3,4.09,4.12,110.47,130.43,184.98,43.3,156.37,10.8,13.26,16.19,8.26,9.16,158.37,180.51,324.46,169.06,242.72,169.16,195.16,388.05,178.75,273.96,59.12,51.24,25.77,55.94,36.5,9.53,11.54,11.15,5.5,5.58,719.72,852.09,918.29,1001.87,1168.34,77.95,92.63,109.54,52.01,66.12,181.51,183.3,164.2,152.29,134.72,264.67,320.7,311.27,293.72,256.89,238.58,293.34,290.09,272.34,237.88,15.83,14.21,12.35,10.49,8.17,2.33,1.98,1.5,2.93,2.04,2.65,2.34,1.74,2.14,1.82,2.35,1.52,1.21,6.34,8.19,3.75,3.46,2.31,2.88,2.47,16.34
"224",65644,65266,64714,62000,61462,97.82,97.6,97.34,96.69,93.3,65.76,68.85,67.46,66.27,71.93,-4.33,5.3,6.85,-0.13,0.7,16.78,4.2,5.11,6.32,8.24,60.81,65.89,66.25,60.97,65.78,-2.92,5.28,6.72,-0.1,0.7,-9.98,187.04,190.97,48.73,88.41,0.76,3.62,6.7,1.64,0.01,-0.06,177.88,210.85,121.3,100.07,-279.7,189.37,237.22,125.05,100.08,-35.75,52.81,42.16,79.97,99.92,-0.6,5.45,9.25,-0.13,1.46,776.01,896.6,935.12,1040.63,1204.68,-51.08,68.96,94.91,-2.04,11.77,1263.99,1219.74,1164.63,1146.32,1105.62,-0.58,110.28,181.47,151.26,158.83,-694.25,102.3,164.93,132.61,149.45,104.77,91.41,81.79,70.58,61.59,-24.75,17.69,12.27,-560.97,93.92,62.11,2.27,2.2,2.84,2.59,4.4,1.83,1.27,2.39,3.36,78.08,2.99,2.78,3.85,3.58,8.02
"225",63857,63580,63017,60082,59743,88.4,90.44,94.95,99.52,85.56,53.8,57.46,57.47,56.43,66.68,3.7,8.84,14.71,9.94,-0.34,22.81,13.03,14.09,4.71,15.36,62.74,66.21,68.35,65.84,66.73,3.28,8.13,17.18,9.9,-0.29,59.09,142.06,143.19,233.86,90.82,6.1,14.11,23.5,25.34,16.96,101.42,159.25,200.22,431.07,191.01,101.48,170.28,220.55,671.37,208.83,98.54,58.73,45.34,14.89,47.88,5.35,12.27,23.49,13.58,-0.79,390.05,451.62,520.51,583.74,704.75,26.82,69.46,133.25,102.83,-3.58,243.3,271.57,319.69,301.85,265.86,218.81,202.81,305.2,342.92,439.68,209.41,182.83,279.49,309.46,401.98,29.67,31.25,33.51,29.04,21.52,9.07,3.91,2.4,2.94,-74.26,1.95,3.09,3.18,4.32,4.91,2.71,2.54,1.46,3.79,8.64,2.9,4.54,4.32,5.87,7.56,70.13
"226",42692,42680,42477,42246,42081,96.12,88.65,94.31,97.78,73.36,69.94,71.26,70.48,65.41,74.75,6.29,12.67,9.8,10.7,5.4,8.04,5.52,14.98,12.62,37.49,62.07,65.51,66.2,66.77,71.81,6.46,12.23,9.93,10.46,4.47,125.98,499.62,99.62,100.57,73.55,8.79,23.6,22.32,19.59,10.27,174.72,484.8,234.24,238.34,105.65,194.52,622.17,248.95,255.35,105.81,51.41,16.07,40.17,39.16,94.51,9.85,13.04,14.56,15.17,8.59,816.24,942.96,979.28,1003.65,1161.17,73.35,167.61,136.12,164.17,83.93,140.24,116.2,92.56,68.73,263.29,211.31,443.83,573.96,529.8,956.91,185.96,419.74,549.76,505.47,932.49,11.55,7.78,6.28,4.38,12.43,1.91,0.69,0.68,0.42,3.14,2.35,1.73,1.71,1.85,1.37,2.27,1.55,1.04,6.92,1.72,3.11,2.52,2.2,2.33,2.25,12.54
"227",136393,135524,134166,129856,128644,85.03,79.49,94.66,98.67,82.92,69.99,73.82,73.44,71.16,75.18,7.21,6.7,11.05,3.39,5.3,27.64,21.39,11.9,15.77,19.47,65.23,65.11,65.19,60.86,65.57,6.43,5.33,10.53,3.63,4.68,70.02,127.98,138.96,26.19,113.08,5.38,13.75,20.22,17.53,19.21,100,136.08,233.13,121.67,168.84,100,139.87,252.97,124.57,175.75,100,71.5,39.53,80.27,56.9,9.22,8.78,12.81,5.62,6.89,689.98,816.41,917.58,970.98,1105.85,71.12,74.05,138.09,46.28,78.01,391.52,443.83,463.23,627.23,690.25,388.36,422.28,402,340.56,625.84,349.51,392.77,379.64,307.45,592.03,33.77,31.9,35.1,45.36,38.91,5.51,5.99,3.35,13.55,8.85,4.14,2.71,2.12,4.35,4.54,2.34,1.85,1.21,4.3,6.77,6.03,4.34,2.84,5.6,6.69,23.61
"228",64411,64167,63579,61768,61468,80.01,91.42,94.33,93.74,87.91,71,72.95,71.31,67.53,77.16,6.31,8.84,7.58,7.79,4.11,26.16,7.63,8.5,11.4,16.99,66.92,69.91,69.2,67.19,69.48,5.11,8.17,7.46,7.41,3.8,94.27,241.93,158.34,121.95,90.99,3.23,11.87,14.54,14.28,9.86,110.36,237.94,243.86,214.76,153.71,111.02,268.21,279.54,228.4,157.15,90.07,37.28,35.77,43.78,63.63,9.95,8.61,12.01,10.83,5.36,696.28,793.59,810.66,866.83,1063.82,61.87,96.14,86.18,100.01,56.63,131.35,117.2,90.71,75.28,58.32,382.09,237.8,297.03,365.91,442.67,361.45,219.82,272.82,347.82,425.33,10.72,9.85,7.53,5.5,3.72,2.12,1.22,1.05,0.75,1.03,2,1.73,2.14,1.68,1.43,2.98,2.25,1.72,6.55,8.66,3.17,2.45,2.82,2.32,2.07,18.96
"229",123487,123813,123399,120808,120821,93.33,92.69,92.46,90.36,87.37,48.35,52.14,51.28,51.05,59.41,11.86,11.3,15.73,10.45,4.9,11.07,15.68,17.46,19.46,18.04,54.47,56.7,58.03,57.47,56.99,11.31,10.49,15.27,9.53,4.32,173.29,116.36,134,97.58,92.52,20.62,21.66,24.37,21.79,17.9,286.6,234.75,243.82,211.42,197.92,301.41,241.68,247.88,211.42,197.92,33.18,41.38,40.34,47.3,50.53,14.07,13.8,19.52,12.32,6.51,325.64,359.55,398.64,433.74,551.67,79.87,77.94,122.27,88.78,45.53,9.8,3.9,0,0,0,228.51,280.74,347.35,388.67,384.58,222.65,274.89,343.43,388.67,384.58,1.36,0.52,0,0,0,0.12,0.05,0,0,0,0.86,0.8,0.47,0,0,3.23,3.25,0,0,0,1.08,1.05,0.59,0,0,5.39
"230",55325,55091,54457,52186,51642,92.44,77.85,89.7,91.1,85.17,67.64,71.46,70.86,65.21,74.39,3.39,6.59,9.19,4.4,2.68,9.42,25.49,15.22,12.41,21.82,66.55,68.65,66.91,64.96,68.87,3.97,5.9,9.06,4.94,2.44,115.07,109.64,126.88,104.6,73.97,1.86,9.05,14,13.13,8.05,88.02,95.67,134.14,129.87,104.66,80.03,94.78,148.36,149.03,105.45,124.95,105.5,67.4,67.1,94.83,6.49,9.08,13.31,10.03,2.96,666.23,780.37,885.1,902.16,1138.11,33.4,71.93,114.82,60.9,40.95,367.84,431.07,436.29,430.99,475.59,145.19,402.61,386.75,399.43,508.84,79.23,330.82,301.98,279.27,438.18,34.52,30.73,31.33,28.38,26.48,11.01,5.99,3.8,7.08,11.61,6.96,5.46,6.4,9.38,5.56,2.23,1.11,0.99,5.16,6.13,9.86,9.35,9.42,13.19,8.77,12.44
"231",74460,74171,73770,71849,71454,93.03,94.64,94.34,92.18,86.81,59.83,62.47,61.85,58.67,66.6,4.77,6.03,9.05,4.61,0.48,13.5,11.78,10.59,11.33,18.06,61.76,63.26,63.41,60.36,62.45,4.5,5.94,8.99,4.31,0.62,82.53,93.23,139.78,107.43,71.45,3.64,6.42,11.39,7.73,4.04,92.84,96.53,156.36,152.71,96.1,90.61,95.63,170.99,168.77,95.66,110.36,104.57,58.48,59.25,104.54,6.62,9.05,11.14,6.33,1.3,611.95,702.02,769.49,808.54,997.45,48.75,67.81,112.65,63.6,7.22,211.77,258.13,279.84,236.16,284.94,185.13,171.64,263.85,334.67,350.82,137.71,134.83,229.08,283.5,314.33,19.26,21.74,21.22,15.8,16.52,4.34,3.81,2.48,3.71,39.45,4.79,3.54,2.94,4.39,3.25,2.5,2.04,1.45,6.12,6.89,6.47,4.71,3.86,5.96,4.62,11.15
"232",21799,21576,21382,20854,20702,87.07,74.49,80.17,88.95,48.98,71.63,69.78,70.54,61.21,70.37,8.9,6.55,6.67,12.92,2.13,12.32,26.06,25.12,24.14,56.43,60.35,66.81,67.86,66.67,69.57,7.79,4.88,5.35,11.52,1.05,185.61,123.88,100.28,91.47,83.88,10.78,13.6,5.95,15.84,5.69,177.41,148.59,108.02,115.08,96.01,196.71,153.33,108.81,118.56,95.87,50.84,65.22,91.9,84.34,104.31,7.89,10.34,9.93,16.43,2.8,1293.87,1216.27,1342.49,1389.82,1613.62,160.84,114.15,127,293.3,48.95,804.08,768.47,806.12,968.98,1255.59,512.39,936.06,706.6,891.25,2892.95,454.73,880.05,648.42,745.98,2785.93,38.76,32.84,33.96,37.95,26.82,5,6.73,6.35,3.3,25.65,3.98,3.14,2.93,7.57,3.94,3.09,2.26,1.4,4.96,6.18,7.02,5.83,4.96,11.07,10.4,43.04
